text,label
"Coronavirus deaths yesterday in the US: 698 versus Canada: 7, Germany: 2, and UK: 9 https://t.co/HqtdkiFvSs",0
"Russia interference: “stop crying”
Mueller obstruction: “he’s frustrated”
Ukraine extortion: “businessman”
Russia bounties: “idk if it’s true”
Covid stupidity: “not a doctor”
Insurrection: “move on”

Citizens died from these excuses. Soldiers. Patients. Cops.

Grow a spine, @GOP.",0
"@FfatAnnie @CDCgov @CDCMMWR Not one college player died from Covid-19 while many caught it they all recovered. Players tested daily then wear masks on the sideline but go on the field with no masks and sweaty players tackle each other

My daughter needs in person class time she doesn't do well w/ online",1
Can COVID-19 vaccine prevent infecting others? | The Fresno Bee https://t.co/dkJtmTKaYZ,0
@DonaldJTrumpJr Funny since your dad can't remember where the vaccines went but i bet i know exactly where they went. I would sit this one out cokie since daddy didn't even had a plan for vaccines n covid.,0
"@realDonaldTrump 200k+ of us dead from Coronavirus.

131M of us will lose health care coverage if SCOTUS repeals the ACA.

163,735 total U.S. businesses closed between 3/1 and 8/31.

60% of them permanently closed.

And you're tweeting about Cindy McCain.

Fuck off, you syphilitic chode. https://t.co/zoaseMTjHt",0
"Michigan reports 15 new COVID-19 deaths as U.S. surpasses 200,000 total fatalities https://t.co/GOtavY5TBR via @michiganadvance",0
"Holiday Season is around the corner. Follow advice from the public health community to keep you and your family safe from COVID-19. 

🚗 Avoid traveling 
👨‍👩‍👧‍👦 Celebrate w/ household members
🍽 Handle meals safely
😷 Mask up
🧼 Wash your hands
🧍‍♀️ Social distance🧍 https://t.co/Z0vrUuPFzc",0
"Join me in asking the Senate to support the #HEROESact. This bill will help millions of American families struggling in the wake of COVID, rather than giving more handouts to billionaires. Emailing is easy (pre-drafted) @equalrightsadv https://t.co/dPB3jR3d7R",0
"coming back to the USA was even weirder. Customs &amp; Immigration only asked why he travelled, then waved him in. No checks, no health questions, no nothing around covid. Likely, there are signs up in the airport, but his jet lagged butt didn't notice anything. We are not even",0
"The pandemic is not a red state versus blue state issue. The virus doesn’t care where you live or what political party you belong to.

It infects us all. It will take anyone’s life. It is a virus — not a political weapon.",0
"I believe America is strongest when we work with our allies.

It's how we keep this country safe, counter terrorism and extremism, control this pandemic, deal with the climate crisis, and so much more.",0
"Would someone please tell @realDonaldTrump that he is the only person saying he did a great job with #COVID19?

And no where except in his sick mind is 200,000 dead a victory.",0
"@trish_regan In the most polite, respectful, gentlemanly, Christian way possible, @VP literally SPANKED @SenKamalaHarris for her lies, hypocrisies, and simply bad policies.

Wake up from your #COVID slumber.

#WalkAway 
#WalkAwayFromDemocrats 
#VoteRedToSaveAmerica 
#Trump2020LandslideVictory",1
"Russia is attacking hundreds of hospitals across the US during a pandemic, delaying surgeries, rerouting ambulances. For Russia, cruelty is power. Just ask Ukraine, the Syrian people, Venezuelans dying in a famine under a dictator propped up by Russia, etc https://t.co/G1e6yPzy1a",0
"BREAKING: Because of LAST MINUTE ruling, Minnesota DO NOT put ballots in mail any more. 
In the middle of a pandemic, the Republican Party is doing everything to make it hard for you to vote. Stand up for YOUR rights: 

Vote in-person or take mail-in ballot directly to ballot box https://t.co/rPlAwN8K0q",0
"BREAKING—First two community transmission cases of the worrisome #SARSCoV2 strain #B1351 first seen in South Africa 🇿🇦 have been detected in South Carolina. No travel history in either cases. #B1352 is the one seen to evade antibodies. #COVID19 
 https://t.co/r1SgoNGrEv",0
Very little social distancing and not many masks inside crowded airport hangar in Michigan for Trump rally. https://t.co/KcdYmFYQWR,0
"You talk a big game on COVID relief, @LindseyGrahamSC. You're a sitting senator. Why haven't you done more to help South Carolina families struggling during this pandemic?",0
"Gold Star families have suffered enough from the loss of their loved ones in the line of duty.

Now the Commander in Covid says THEY might have given HIM covid.

What a scumbag.",0
"Maskless event after maskless event—after catching COVID and receiving world-class healthcare paid entirely by taxpayers, the man who should be leading our nation is instead turning his back on those same taxpayers who funded his treatments that they may never have access to.",0
"Wear a mask, not just for yourself but for those around you and the people you love.",0
"She says, also, that the pandemic has laid bare the inequity in Alaska. She specifically puts on blast GOP plans to plunder the Power Cost Equalization program to patch the statewide budget and pay a dividend. 

#akleg #akgov",0
"#WeCanHaveSexOr
Talk about social distancing https://t.co/E7YDqMEzrM",0
"by the way, I was on air to talk about this story on the plight of the American meat plant worker during the pandemic. We spent months investigating the industry and learning about these difficult, deadly, low income jobs https://t.co/ySLvxRfIr6 https://t.co/uLUILJ0pLY",0
"@Jessicam6946 In addition to exacerbating stalled economy by initially ignoring virus, then politicizing it, our medical professionals will be dealing with numerous afflictions related to COVID damage-we simply don’t fully understand consequences of COVID infection.
Trump’s screwed us royally.",0
"Lockdown: Twitter Says It Will Shut Down Liberals Wishing Death on Trump  https://t.co/uU9dCx2tsE 

It's the right thing to do.",0
Where’s the second wave in China?,0
"“In February I did a piece saying #COVID19 is a serious problem. Trump denied it—said it wasn’t.

We later learned he knew full well how serious it was— he says he didn’t tell anybody b/c he was afraid Americans would panic.

Americans don’t panic. *He* panicked.”🔥#BidenTownHall https://t.co/kuLchLmY3l",0
Every janitor in every COVID wing of every hospital should have gotten the vaccine before feckless Marco Rubio. It’s absurd.,0
TIDUS’ VA FFX POSTING RACIST COVID THEORIES???!???? WHAT IS IT WITH EVERYONE THESE DAYS OMFG,0
And he uses his final speech to repeat the racist term “China virus.” Trash. 🗑,0
Her jacket alone cost over 5 COVID relief checks #ToneDeafKelly https://t.co/219qlQPSU4,0
Says the guy who’s against passing real Covid relief which would help us re-open the economy and get our kids back to school. https://t.co/qAGGutY0vj,0
I see social distancing doesn't apply if you're out celebrating Joe Biden today. Remember these crowds when they try to tell you there's a pandemic later 😂,1
"For your family, for your neighbors, for your country — wear a mask.",0
@CassandraHeale1 @TBishUp Team Biden &amp; the democrats must come to the defense of those most affected by republicans efforts to suppress the vote. Sure there’s lots to do but this is right up there with COVID &amp; the economy. Every Dem on the upcoming Sunday blab shows must make this an issue.,0
"From the pandemic to our climate crisis, this past year reaffirmed the importance of listening to experts. Watch live as @JoeBiden and I introduce the qualified scientists to lead our science team. https://t.co/0FXPtXJNXz",0
"There are three reasons Americans cannot safely have holiday gatherings

1. @realDonaldTrump 
2. Republicans
3. Fuckwits who’ve refused to wear masks or social distancing

That’s it. They’re to blame. No one else.",0
"Just started, House Energy &amp; Comm: HEARING ON ""SAFEGUARDING AMERICAN CONSUMERS: FIGHTING FRAUD AND SCAMS DURING THE PANDEMIC""
https://t.co/DXFIpbYgva
MORE/Witnesses",0
"For your family, for your neighbor, for your community, and for yourself: wear a mask. https://t.co/SzFZNEhVvP",0
"Trump is closing his campaign by accusing doctors and nurses of corruption during a pandemic. 

The only question I have is: will he be able to maintain this kind of message discipline for nine more days?? https://t.co/BxszMYcb3n",0
"I wonder how many “private“ phone calls between the two have happened since he’s been in Mar-a-Lago annex.

#Trump #TrumpHasCoronavirus #TrumpHasCovid #Coronavirus #Covid19 

#vote #vote2020 #MakePoliticsNormalAgain #CountryOverParty 

#VoteThemOut #ThrowThemOut https://t.co/ZYSxTJgyyd",0
"But Kyle McGowan, the former CDC chief of staff, said that Alexander was effective at delaying the famed Morbidity and Mortality Weekly Reports and watering down guidance that came from his agency https://t.co/aLLH8b1mzj",0
"My friend’s mom died of COVID. Her husband, who was a COVID denier &amp; anti-mask activist, felt so guilty over how his actions may have caused his wife’s death that he took his own life. Two people are dead &amp; a third’s orphaned because “It’s a fake” &amp; “No one tells ME what to do!”",0
@gutgremlins Self isolation for covid exposure @ wprk- no way am i going to wear freaking bra or underwear. Debating whether to bath &amp; put on different pj before I got on Twitter. (Covid test negative &amp; symptom free).,0
RT if you think President @realDonaldTrump should veto the ridiculous COVID relief bill.,1
Republican state vice-chair catches COVID-19 after White House party -- and spreads it to his family https://t.co/BSgfP3JlJy #SmartNews,0
"@tessrn05 @thehill Or opened and had to close down due to outbreaks, tRump admin. FAIL!",0
"BREAKING—20% of recovering  #COVID19 patients develop mental illness within 90 days, says large US study.  Increased *first-time diagnosis* of anxiety, depression &amp; insomnia by 2-fold! And researchers also found significantly higher risks of dementia. 🧵
https://t.co/ahzlKNZVbO https://t.co/b6Bf1w7uw6",0
"Shootings in new york city are up 166% over last yesr so Governor Cuomo wants 4,000 police assigned to checking restaurants for covid enforcement. Is he just deranged or so arrogant no one can talk sense to him?",1
New covid tests apple juice positive 🤣🤣🤣🤣 https://t.co/noVg4mqujR,0
Countless families across the country have lost everything during this pandemic and are hanging on to their homes by a thread. Congress must pass additional coronavirus relief legislation for the American people—immediately.,0
@RyanDeto Not a suprise. The mail-in ballots are all the people still worried about Covid 🙄,0
"About 33,000 fewer students enrolled in Tennessee public schools this year, down nearly 3.5% from last year and mirroring national trends amid the pandemic. https://t.co/vTopf9WCwA",0
The UNCOVERING of the attempt at Stealing the Presidential #Election will become THE most historically pivotal moment in American History. It will prove beyond a shadow of doubt that our real enemy is within. People we have come to trust~stabbed us in the back. Mark my words.,0
"Matt Gaetz has abandoned constituents dealing with unemployment, hurricane damages, and COVID-19, and has instead chosen to spend his time doing book signings and TV appearances. 

I promise you this—I won't ignore you. I will fight for you.",0
"We are seeing an alarming rise in COVID-19 cases in Michigan right now. It is vital that we wear masks, avoid large gatherings, and practice physical distancing. Your fellow Michiganders and our frontline health care workers are counting on each one of us to do the right thing.",0
"If the stay at home orders that are coming are going to massively change the way you’ve been living your social life lately, it’s quite likely you’re the reason we’re going to get more stay at home orders.",0
"Today's update on the numbers:

Of the 203,721 tests reported yesterday, 5,401 were positive (2.65% of total).

Total hospitalizations are at 1,737.

Sadly, there were 24 COVID fatalities yesterday. https://t.co/7cw62Mk8qN",0
"BREAKING - @ABC - 34 people connected to White House, more than previously known, infected by coronavirus: Internal FEMA memo via ⁦@JoshMargolin⁩ ⁦@lcbruggeman⁩  https://t.co/nBmdWetYFs",0
Should SEC Suspend Pickens Under COVID Protocols? https://t.co/ZOjrU6pZK1,0
"Where in the World is @govkristinoem?

While South Dakota deaths &amp; infections from Covid are highest in the nation, Noem is rarely here. She has been campaigning for others &amp; raising money for herself. 

She’s disowned SD. Judge for yourself ⬇️

1/
https://t.co/shL2LwVYqP",0
"President @realDonaldTrump's COVID-19 diagnosis proved one thing.

Those who said our President has no compassion have none themselves.",0
"The Minnesota Department of Health said it has so far traced 20 cases of Covid-19 back to a rally held by President Trump in Bemidji last month, or to related events https://t.co/tDu8ckZQQ8",0
"Accurate summary of the COVID Stimulus bill:

Congress to Burma: $135,000,000
Congress to Cambodia: $85,500,000
Congress to Israel: $500,000,000 
Congress to Nepal: $130,000,000 
Congress to Sudan: $700,000,000 
Congress to Ukraine: $453,000,000

Congress to Americans: https://t.co/nA7UyL7Trm",0
"Spain is creating a government watchlist of people who refuse the COVID vaccine

This is 1984

How long until the US Government puts us on a watchlist for supporting President Trump and demanding freedom?

https://t.co/ZYzR6ZXMu9",0
"Why won’t Lindsey Graham take a COVID test?

Maybe he is worried he wouldn’t be able to lead an already illegitimate Supreme Court hearing.

It’s the same reckless behavior as Donald Trump.

He must get tested before any hearing can take place.",0
"ACB's confirmation process demonstrates that the Republican Senate can move incredibly fast when they think something is important.

They just didn't think COVID relief was important.",0
"BREAKING: Trump officials interfered with CDC reports since at least July. Trump’s political appointees altered reports from the CDC. Anyone involved in this needs to be prosecuted to the full extent of the law. Coronagate is the biggest scandal ever.
https://t.co/TmiyjdyCOk",0
"Nancy Pelosi said Dems will deploy budget reconciliation procedures next year to enhance the Affordable Care Act and provide more pandemic relief if the party secures a narrow majority in the Senate, wins the White House and maintains control of the House
https://t.co/nI34Pag0N5",0
"This is quite a thread of GOP officials around the country, many of whom dismissed Covid’s seriousness before becoming infected, a few fatally. https://t.co/WqPKMp0K1n",0
@RandyOnEd This is both alarming and heartbreaking! Kim Reynolds approach to covid 19 is cringeworthy and criminally negligent.,0
⚠️RE-INFECTION CAN HAPPEN TO ANYONE: 26-year old world class cyclist 🚴‍♀️ Gaviria caught #COVID19 in Feb—hospitalized for 2 weeks. Prevailing wisdom suggested he’d at least be immune for foreseeable future. He was wrong. Reinfected 8 months later. Worrisome. https://t.co/h2TAoWxDln https://t.co/4HdGxx9weE,0
"If you believe Joe Biden got 78 Million votes, then you most likely wear a mask while getting pegged by a paid escort after a long day watching Cuties in your basement.",1
@united This does NOT COMPLY with state and federal regulations on social distancing.,0
New post COVID-19 vaccine trial participant DIES… AstraZeneca downplays the death and c ... has been published on  - https://t.co/RD9oHEI7O7 https://t.co/oVkFOUaTDl,0
"This is what failed leadership looks like:

“We’re not going to control the pandemic.”

The scientists are idiots, Trump claims, even as thousands are dying.

Trump never had a plan. He never will have a plan. https://t.co/GniQv7AOJ7",0
"Biden's first big test coming up: Does he want bipartisanship so much he's willing to shrink his COVID survival plan? Or does he understand bipartisanship is not the goal, survival is?",0
"Karma’s a bitch, you racist motherf*ckers. President Trump and first lady Melania test positive for COVID-19 https://t.co/hqshLIHGrK via @CBSPolitics",0
@amandacarpenter @RufusKings1776 The thing is Gov. Dewine knows better. He was one of the first governors and only onemof the very few Republican governors to actually take coronavirus seriously. So he definitely plain stupid just to appease Donald Trump.,0
BREAKING: First confirmed case of more contagious COVID-19 variant from U.K. found in New York - WNBC,0
"NEW - London goes into Tier 4 hard lockdown due to more infectious #COVID19 strain. St. Pancras International railway station, the terminus for Eurostar services from central London to Belgium, France, and the Netherlands, is packed.

https://t.co/44bCmSdVV3",0
"Very Cool! 

Charlotte Clymer creates melanin-based coronavirus tweet chart so liberals know how to react when someone is diagnosed. https://t.co/Vnl7IuJv4b",1
The liability shield for COVID relief ought to be such a politically toxic idea: it's literally giant corporations holding economic relief hostage until we agree to not let them be sued for killing people with a deadly disease!,0
"Mark Meadows, who laughed at reporters who asked him to put on a mask while being interviewed, has tested positive for coronavirus. It is what it is.",0
"Never about health, always about communist control. #nolockdown https://t.co/NKYE9p2ASd",1
"New Mexico CLOSES GROCERY STORES in lockdown ‘reset’ as food insecurity grows!
YES, it’s a DemoRAT Gov shutting down food stores, causing huge lines at the few stores open! Photos prove the huge lines!
1/2 Million folks + kids in NM may have Food Shortage!
https://t.co/CwjKf23ZE7",0
"Trump 2020: If the Covid doesn't get you, the hypothermia will.",0
"In May -- after Trump said there'd be a COVID vaccine by year's end -- MSNBC put on its medical expert, @IrwinRedlenerMD, to assure viewers that it was *impossible* -- not unlikely, but ""impossible"" -- for there to be a safe and effective vaccine ready before 2021. https://t.co/tLCM8ILHUg",0
"Serious question.

If COVID is so deadly, why are there no biohazard ☣️ collection stations for used masks and gloves? https://t.co/l31W7NhSOy",1
"I’m on a packed Southwest flight right now with every seat taken.

Have any restaurants sued over this? 

Why can planes operate on max capacity with zero social distancing measures in place but restaurants can’t?",0
"Another day of high COVID-19 case and death count, despite four states not reporting. Each new case represents an infected person (and anyone contact traced) having to take time off work to isolate/quarantine — directly impacts GDP, productivity and other key economic metrics. https://t.co/xhNpmmxnWJ",0
"Nearly 1 out of every 1100 Georgians has died from COVID-19. 

The human cost of our own government’s lies and incompetence is unfathomable.",0
"@dianesbaker1 I am afraid of the damage done to the children as well. The re-unification of children with their parents. The men and women that have been ill and dying from many ailments, besides COVID-19. When the Red Cross doesn't even have access, we can guess how bad it is.",0
"BREAKING: Pence's former lead coronavirus task force aide, Olivia Troye, just endorsed Joe Biden for President.",0
"Let's all pray for @realDonaldTrump and Melania as they tested positive for #COVID19. 
God bless you both, Mr. President...
#TrumpHasCovid #MAGA 
#PrayForPresidentTrump https://t.co/ejxnOh7MOJ",0
"There is nothing “big or bold” about the Democrats Covid package.

They promised $600 expanded unemployment, but scaled it back to $400.

They promised $2000 checks, but scaled them back to $1400 checks.

Big and bold would be $2000 *monthly* relief checks and Medicare for All.",0
@jennycohn1 Good thing the pandemic happened!,0
This is NOT the time for austerity. We're in the middle of a deadly pandemic. We need to save lives and the economy NOW.,0
Tonight we vote on another massive bill. But hundreds of billions of dollars haven’t even been spent from past bills. Only 9% of this new bill is related to COVID relief. Just 1% is for the vaccine. The rest is just for a progressive wishlist. This isn’t responsible governance. https://t.co/9whQy8FLiG,0
"@AnnieGabstonH Well her nomination looks like the super spreader event that started the White House outbreak,  so it seems really on brand for the GOP.",0
I think that—even as jaded as we all are—we'd be amazed at how many $600 business lunches we had to buy rich businessmen via this COVID-19 stimulus bill in order to get Congress to send $600 to average Americans in the midst of the *worst public health crisis in American history*,0
Lindsey Graham and Marco Rubio getting COVID-19 vaccinations first is the equivalent of men who dressed as women in order to escape the sinking Titanic. https://t.co/MvFPRgrRYP,0
We are in a pandemic?? And the capitol was attacked two weeks ago?? Like??? https://t.co/tlK3y3RHbB,0
"I read this with sadness as I think of the deep despair our patients are experiencing. Jails cannot be essential if trials are not, and yet the census climbs each day. Decarceration remains a public health imperative as we enter the second wave. https://t.co/uV6NJ7LxUf",0
"Think about it. Worldwide we have dumb politicians that tell you to stay home, not to go to work, watch your business disappear, you watch your savings disappear, and they still get a gauranteed government paycheck. We have the power to say NO!!!",1
"@StephenAtHome Retweet this 24/7 from the Liar in Chief who’s incompetent handling of COVID has resulted in over 200,000 deaths and now he has caught the bug that should have miraculously disappeared! https://t.co/Abb4YYOAVE",0
Senate Republicans are literally the only people I’ve ever encountered who don’t want to know if they got COVID19 or not. They are willing to risk their lives to take away your healthcare.,0
"Americans have been told for months that coronavirus tests would be free. But many across the country, whether insured or uninsured, are being hit with unexpected fees and denied claims. https://t.co/yN62CUQh7h",0
"@gayroomba @td21241 @newtgingrich @CDCgov That’s accurate, and at the time, it was necessary, especially because people were hoarding and price-gauging N95 masks for profit. 

It was an emergency, critical-period policy, they said to stay at home too. 

Now that availability of masks has improved, the policy has changed.",0
"It took decades to build up Mexico's middle class. 

The coronavirus threatens to wipe it out. 

I visited Querétaro, known as the ""China of Mexico"" for its explosive growth, and talked to out-of-work factory employees about what the future looks like.

https://t.co/AmvOudbxRb",0
"Historic floods in East Baton Rouge in 2016 forced polling place changes, especially for Black voters already struggling with a disaster and systemic inequities. As COVID inflicts unequal burdens and vast voting changes loom, the past has valuable lessons. https://t.co/YjeLu76CrS",0
How #ClimateChange Is Ushering in a New #Pandemic Era https://t.co/PimzKO2uRq via @RollingStone,0
@Redistrict Seems like this event is more likely to make Georgia red on the COVID map than on the electoral map on November 3...,0
"US coronavirus data for Thursday, Dec. 3, according to @NBCNews count:

• Cases: 219,394 (record)
• Deaths: 2,802 (second-deadliest day behind May 6)

US is averaging 179,171 cases/day and 1,826 deaths/day over the last week.",0
"🐾We are pawsitively thrilled to be making a pawppearance at #PuppyBowl XVII with our pawsome mom, @FLOTUS, to spread the woof about COVID safety but also about the impawrtantce of adoptions. Orphan shelter pets are amazing, so pls #AdoptDontShop. Awooof! - Champ &amp; Major #DOTUS https://t.co/uq6D6LbQdw",0
"FBI officials &amp; Justice Depart were gobsmacked in 2016 by what they uncovered about a presidential campaign that seemed to find unlimited time to meet with Russians, practically inviting exploitation by a foreign adversary.
#ONEV1

https://t.co/9aAU5ZEBfo",0
"There's a legend building among the non-deadend Trumpers, that Trump had a decent record before some arbitrary date: before the election, before the pandemic. It needs to be stressed that Trump was a crook, charlatan, bigot, thug, and incompetent from the start to the end.",0
"One year ago this month:

“We will not see diseases like the coronavirus come here.”

- Kayleigh McEnany on February 25th

 https://t.co/b9tOwSRNyP",0
"This is ridiculous.

First her campaign pays him near $2.8 million, and now we find out he received $650k in COVID Relief.

Where’s the hell is the FBI?

https://t.co/giRnXYV2wK",0
"More Americans than ever are wearing a mask whenever they go anywhere in public. 

But the Fake News Media says we're in the middle of a Chinese Virus ""outbreak.""

So do the masks work or not?!?

#Oppressive #StopTheShutdown",1
Biden/Harris have a good starting plan for Covid. More than we have seen with 10 months of GOP non effort -&gt; Combating COVID-19 | President-Elect Joe Biden https://t.co/7XwrF7R64E,0
"He actually said it. #ScottAtlas said to go ahead and visit relatives for #Thanksgiving because, heck, the old folks are going to die anyway.
This is #Trump 's top #COVID19 advisor. https://t.co/zSrOFpg6PV",0
Here’s what the CDC actually says. https://t.co/hWs1Q2Ix57 https://t.co/BhJJPTy9ea,0
"@ProjectLincoln That McCarthy is trolling Biden on Twitter a day after posing with Trump, is sickening. The pandemic is raging. It’s time to put politics aside and help all Americans. But Kevin is dying to be Majority leader in 2 years. He believes Donald will deliver for him. Like Pence. Hah.",0
"What’s your plan? More lockdowns?

Please, be specific. https://t.co/d95l4QPL2r",0
"If you have the time &amp; money to travel to DC in the midst of a pandemic and the economic crisis of a lifetime, to rally on behalf of a conman who pays $750 in taxes and has only taken from this country, never given, you’re not a patriot, you’re a fool. @realDonaldTrump",0
"Biden signing 10 executive orders and other directives today on #covid19. Here they are per @WhiteHouse fact-sheet: 🧵

1. EO directing agencies to fix supply of PPE, materials for testing &amp; vaccines, including through Defense Production Act",0
"Texans are staying in because of an ice storm.

Coronavirus killed 40 thousand Texans and people thought that it was government tyranny asking them to stay at home.",0
"Imagine a future where:

- Health care is a right
- We end the gun violence epidemic
- We combat climate change
- Our government works for everyone

It’s a future that we can build — together.",0
Does anyone else just have moments where the full weight of the realization that the federal government has abandoned us during a pandemic hits you?,0
54% of Americans oppose lockdowns.,1
"You think 2020 has seen its biggest twist? Wait until Trump develops the anti-covid serum using his own antibodies like Will Smith in “I Am Legend,” and then wins 50 states.",0
@HKrassenstein @Saldino1234 @realDonaldTrump 👍 Per the CDC Covid has killed as many Americans in the last 8 months as the flu did in the last 5 years combined.,0
"This year's Sturgis motorcycle rally led to 250 thousand cases of Coronavirus.

It will very likely kill more people than 9/11 did.",0
"Yesterday was the worst day in the COVID-19 pandemic and there's not a word of it in the news, for obvious reasons. Our country is broken. We know who broke it.",0
"The President tweeted today that he is healed and ""immune"".
Twitter deemed the tweet false #COVID19 information. https://t.co/aWygUl0g3G",0
Dems and GOP worked together on 3 other #COVID19 relief bills. But since May Democrats have held up helping Americans because they refuse to support anything but the HEROES Act. https://t.co/gQwmco2cgJ,0
The AZ legislature will be closed all week because of Giuliani’s Covid diagnosis. https://t.co/6Mv1wluIjH,0
